job_id,depth,seed,k,scenario,obj_val,time
15077404,6.0,9.0,5.0,5.0,3.9999956049890404,7039.3
15077205,5.0,20.0,8.0,5.0,4.5,1759.9
15076723,8.0,18.0,2.0,0.0,3.999999577598954,68.6
15076195,6.0,30.0,4.0,0.0,3.789473684210526,126.7
15076432,7.0,27.0,2.0,0.0,4.0,16.78
15075918,5.0,23.0,5.0,0.0,3.8888888109205797,21.93
15076470,7.0,5.0,4.0,0.0,3.999994199467162,4731.95
15077136,5.0,11.0,6.0,5.0,4.0,134.02
15076527,7.0,2.0,6.0,0.0,3.6,6701.92
15076108,6.0,3.0,2.0,0.0,4.0,11.78
15077152,5.0,27.0,6.0,5.0,4.5,242.5
15077437,6.0,12.0,6.0,5.0,4.2,32723.58
15077946,8.0,10.0,3.0,5.0,4.0,4088.7
15075919,5.0,24.0,5.0,0.0,4.235294116381894,28.11
15076701,8.0,26.0,1.0,0.0,3.9999999999999987,13.64
15076193,6.0,28.0,4.0,0.0,4.0,175.62
15076525,7.0,30.0,5.0,0.0,3.272727272727273,8855.15
15076059,5.0,14.0,10.0,0.0,4.235284030149255,7000.59
15076698,8.0,23.0,1.0,0.0,3.9999999999997793,10.25
15077317,6.0,12.0,2.0,5.0,4.499999957000123,15.87
15077049,5.0,14.0,3.0,5.0,4.235293632818428,16.4
15077043,5.0,8.0,3.0,5.0,4.499999999449999,14.32
15077583,7.0,7.0,1.0,5.0,5.999999999999997,4.48
15077371,6.0,6.0,4.0,5.0,3.99999503644632,1850.15
15076181,6.0,16.0,4.0,0.0,4.235294117647059,139.63
15076718,8.0,13.0,2.0,0.0,4.0,32.89
15077416,6.0,21.0,5.0,5.0,4.080967472252629,17401.73
15077892,8.0,16.0,1.0,5.0,6.999999033378691,6.79
15076712,8.0,7.0,2.0,0.0,3.9999999990001474,36.31
15075864,5.0,29.0,3.0,0.0,4.0,9.4
15076227,6.0,2.0,6.0,0.0,4.235294117647059,275.1
15077051,5.0,16.0,3.0,5.0,4.0,13.76
15076224,6.0,29.0,5.0,0.0,3.9298245614035086,505.4
15075792,5.0,17.0,1.0,0.0,7.0,9.82
15076247,6.0,22.0,6.0,0.0,3.705876557692424,7102.6
15077403,6.0,8.0,5.0,5.0,3.978947368421053,3474.79
15076324,6.0,9.0,9.0,0.0,4.499967242206887,35201.84
15076682,8.0,7.0,1.0,0.0,4.0,10.04
15076047,5.0,2.0,10.0,0.0,4.235294117647059,1818.76
15076771,8.0,6.0,4.0,0.0,3.2727272727272725,2542.71
15077626,7.0,20.0,2.0,5.0,4.235294003949788,41.27
15077424,6.0,29.0,5.0,5.0,3.9999859695783697,11328.79
15075991,5.0,6.0,8.0,0.0,3.891891891891892,277.56
15077083,5.0,18.0,4.0,5.0,4.499998288148281,39.9
15075883,5.0,18.0,4.0,0.0,4.499999100000001,15.3
15076147,6.0,12.0,3.0,0.0,3.968502953634611,25.3
15076430,7.0,25.0,2.0,0.0,3.999999212591371,24.44
15077901,8.0,25.0,1.0,5.0,5.999996854045113,12.01
15077038,5.0,3.0,3.0,5.0,3.9999999994960334,8.51
15076274,6.0,19.0,7.0,0.0,4.235279335284207,10982.04
15076053,5.0,8.0,10.0,0.0,3.9873417721518987,4389.5
15076079,6.0,4.0,1.0,0.0,5.999999999999997,9.55
15077356,6.0,21.0,3.0,5.0,4.235289122651299,159.16
15075778,5.0,3.0,1.0,0.0,6.999999999999998,11.85
15076161,6.0,26.0,3.0,0.0,4.000000000000001,17.5
15076327,6.0,12.0,9.0,0.0,3.9684979812257826,11875.58
15076233,6.0,8.0,6.0,0.0,3.978947368421053,194.27
15076074,5.0,29.0,10.0,0.0,3.9298196324757386,682.24
15076031,5.0,16.0,9.0,0.0,4.235282822134464,3681.43
15076762,8.0,27.0,3.0,0.0,4.0,621.83
15076447,7.0,12.0,3.0,0.0,3.8620670285728163,65.64
15077351,6.0,16.0,3.0,5.0,4.0,166.39
15077656,7.0,20.0,3.0,5.0,4.235294117647059,498.24
15075796,5.0,21.0,1.0,0.0,7.0,9.16
15075820,5.0,15.0,2.0,0.0,4.0,8.46
15077402,6.0,7.0,5.0,5.0,3.999992240457259,12071.89
15076415,7.0,10.0,2.0,0.0,4.0,22.36
15077365,6.0,30.0,3.0,5.0,4.0,91.93
15075911,5.0,16.0,5.0,0.0,4.2352927889278345,57.25
15077629,7.0,23.0,2.0,5.0,4.235290965895956,34.78
15077187,5.0,2.0,8.0,5.0,4.235287155774843,574.09
15077039,5.0,4.0,3.0,5.0,4.000000000000001,10.31
15076715,8.0,10.0,2.0,0.0,4.0,56.25
15075868,5.0,3.0,4.0,0.0,4.0,20.35
15076728,8.0,23.0,2.0,0.0,3.0,22.12
15076033,5.0,18.0,9.0,0.0,4.499993989918716,904.86
15076303,6.0,18.0,8.0,0.0,4.499981211546097,11503.26
15076149,6.0,14.0,3.0,0.0,4.235285740738036,44.07
15077330,6.0,25.0,2.0,5.0,4.235293853529881,16.96
15076676,8.0,1.0,1.0,0.0,3.9999999999999987,9.76
15076204,6.0,9.0,5.0,0.0,4.5,499.55
15076175,6.0,10.0,4.0,0.0,3.999995036093557,317.1
15077877,8.0,1.0,1.0,5.0,6.0,15.06
15076207,6.0,12.0,5.0,0.0,3.968503937007874,232.64
15076094,6.0,19.0,1.0,0.0,8.0,8.16
15077935,8.0,29.0,2.0,5.0,4.0,43.26
15077662,7.0,26.0,3.0,5.0,4.235287250463466,649.54
15077647,7.0,11.0,3.0,5.0,4.0,189.2
15077373,6.0,8.0,4.0,5.0,4.0,239.46
15075927,5.0,2.0,6.0,0.0,4.235294117647059,66.71
15077577,7.0,1.0,1.0,5.0,6.99999761701918,21.07
15076096,6.0,21.0,1.0,0.0,7.0,7.55
15076130,6.0,25.0,2.0,0.0,3.9999999989719357,15.8
15076770,8.0,5.0,4.0,0.0,3.36,4154.05
15076123,6.0,18.0,2.0,0.0,4.5,13.32
15076759,8.0,24.0,3.0,0.0,3.0,209.43
15076218,6.0,23.0,5.0,0.0,3.7333333333333334,149.56
15077177,5.0,22.0,7.0,5.0,3.7752808988764044,2354.19
15077651,7.0,15.0,3.0,5.0,4.0,74.29
15076214,6.0,19.0,5.0,0.0,4.2352888162195725,267.23
15075937,5.0,12.0,6.0,0.0,4.080965682577784,489.0
15077592,7.0,16.0,1.0,5.0,6.999998148388797,11.81
15077010,5.0,5.0,2.0,5.0,4.499999999449992,7.87
15077905,8.0,29.0,1.0,5.0,6.999998444444451,9.17
15075824,5.0,19.0,2.0,0.0,4.235294117123521,10.35
15077065,5.0,30.0,3.0,5.0,3.999999996002049,17.4
15077594,7.0,18.0,1.0,5.0,8.99999503028576,12.13
15077285,6.0,10.0,1.0,5.0,6.999999999199999,10.7
15075853,5.0,18.0,3.0,0.0,4.499999999449999,15.12
15076004,5.0,19.0,8.0,0.0,4.235294117647059,354.88
15077413,6.0,18.0,5.0,5.0,4.363636363636364,14184.67
15076142,6.0,7.0,3.0,0.0,4.235290405165068,45.67
15076438,7.0,3.0,3.0,0.0,4.0,99.88
15076768,8.0,3.0,4.0,0.0,3.483864425595924,13415.37
15076683,8.0,8.0,1.0,0.0,3.9999999999999987,9.93
15077900,8.0,24.0,1.0,5.0,6.999999999999994,11.9
15076781,8.0,16.0,4.0,0.0,3.36,2371.83
15076177,6.0,12.0,4.0,0.0,3.968503937007874,75.77
15077208,5.0,23.0,8.0,5.0,4.235284248595327,11325.69
15076271,6.0,16.0,7.0,0.0,4.235276619843335,23467.41
15077064,5.0,29.0,3.0,5.0,4.000000000000001,7.1
15076543,7.0,18.0,6.0,0.0,3.3962264150943398,22455.37
15077048,5.0,13.0,3.0,5.0,4.0,17.02
15077672,7.0,6.0,4.0,5.0,3.8571372115901914,38194.05
15076023,5.0,8.0,9.0,0.0,3.987334175380802,941.78
15076036,5.0,21.0,9.0,0.0,3.9873417721518987,27324.39
15076172,6.0,7.0,4.0,0.0,4.235286145034196,150.82
15076688,8.0,13.0,1.0,0.0,3.9999999999999982,14.29
15077944,8.0,8.0,3.0,5.0,4.0,323.45
15077951,8.0,15.0,3.0,5.0,4.0,919.91
15077333,6.0,28.0,2.0,5.0,4.0,12.02
15075886,5.0,21.0,4.0,0.0,4.0,14.28
15076464,7.0,29.0,3.0,0.0,3.99999910400893,36.06
15077612,7.0,6.0,2.0,5.0,4.0,34.27
15077689,7.0,23.0,4.0,5.0,3.9999883601185795,16971.46
15076101,6.0,26.0,1.0,0.0,6.000000000000001,7.92
15077046,5.0,11.0,3.0,5.0,4.0,8.43
15077096,5.0,1.0,5.0,5.0,4.0,234.02
15076738,8.0,3.0,3.0,0.0,3.999995635231967,677.79
15075925,5.0,30.0,5.0,0.0,4.0,92.01
15077884,8.0,8.0,1.0,5.0,6.0,4.87
15077200,5.0,15.0,8.0,5.0,4.235277120912849,22910.4
15076764,8.0,29.0,3.0,0.0,4.0,184.25
15076485,7.0,20.0,4.0,0.0,3.978947368421053,1247.51
15077392,6.0,27.0,4.0,5.0,4.0,674.34
15077160,5.0,5.0,7.0,5.0,3.984189723320158,4747.98
15076241,6.0,16.0,6.0,0.0,4.235294117647059,646.93
15077098,5.0,3.0,5.0,5.0,4.000000000000001,212.25
15077102,5.0,7.0,5.0,5.0,4.0,110.17
15077579,7.0,3.0,1.0,5.0,6.999999190685875,5.38
15077108,5.0,13.0,5.0,5.0,4.0,120.32
15076403,7.0,28.0,1.0,0.0,5.999999999999998,14.28
15076253,6.0,28.0,6.0,0.0,3.999985128950443,30017.75
15077336,6.0,1.0,3.0,5.0,4.0,38.57
15076061,5.0,16.0,10.0,0.0,4.235288518878059,1464.73
15076555,7.0,30.0,6.0,0.0,3.272727272727273,27419.07
15076186,6.0,21.0,4.0,0.0,3.99999964750384,42.67
15076687,8.0,12.0,1.0,0.0,4.0,14.16
15077932,8.0,26.0,2.0,5.0,4.235294117647059,151.32
15076140,6.0,5.0,3.0,0.0,3.999999746645093,20.03
15076262,6.0,7.0,7.0,0.0,4.235286431404345,4301.59
15077367,6.0,2.0,4.0,5.0,4.235294117647059,742.78
15075980,5.0,25.0,7.0,0.0,3.906976744186047,338.73
15076726,8.0,21.0,2.0,0.0,4.000000000000001,24.22
15076229,6.0,4.0,6.0,0.0,3.84,772.51
15075999,5.0,14.0,8.0,0.0,4.2352828797901445,2768.64
15076743,8.0,8.0,3.0,0.0,3.9999889125608648,213.12
15077153,5.0,28.0,6.0,5.0,4.0,1451.36
15076554,7.0,29.0,6.0,0.0,3.612903225806452,8001.09
15076062,5.0,17.0,10.0,0.0,3.9298245614035086,6058.42
15077174,5.0,19.0,7.0,5.0,3.8473282442748094,106.4
15076519,7.0,24.0,5.0,0.0,3.0,1320.94
15077179,5.0,24.0,7.0,5.0,4.5,978.86
15076099,6.0,24.0,1.0,0.0,8.0,8.44
15076280,6.0,25.0,7.0,0.0,3.862061392036824,11117.21
15076020,5.0,5.0,9.0,0.0,3.989440747728749,33955.02
15076491,7.0,26.0,4.0,0.0,3.857142857142857,301.84
15077036,5.0,1.0,3.0,5.0,4.0,11.35
15077377,6.0,12.0,4.0,5.0,4.199995604932638,604.91
15077581,7.0,5.0,1.0,5.0,6.999999999199999,6.77
15077041,5.0,6.0,3.0,5.0,4.235293071322777,24.41
15077415,6.0,20.0,5.0,5.0,4.235287045251224,13513.55
15077643,7.0,7.0,3.0,5.0,4.0,198.26
15075891,5.0,26.0,4.0,0.0,4.0,13.9
15075828,5.0,23.0,2.0,0.0,3.999999999999999,7.89
15077117,5.0,22.0,5.0,5.0,4.0,870.6
15076763,8.0,28.0,3.0,0.0,3.999995062146225,957.05
15077162,5.0,7.0,7.0,5.0,4.0,2380.62
15077589,7.0,13.0,1.0,5.0,6.999999999199999,4.28
15076411,7.0,6.0,2.0,0.0,3.9999999994997726,17.39
15076426,7.0,21.0,2.0,0.0,4.0,14.13
15076171,6.0,6.0,4.0,0.0,3.9999984617753395,36.16
15076692,8.0,17.0,1.0,0.0,3.9999999999999982,10.07
15076001,5.0,16.0,8.0,0.0,4.235294117647059,326.44
15075876,5.0,11.0,4.0,0.0,4.0,15.37
15075986,5.0,1.0,8.0,0.0,3.8620689655172415,352.26
15077374,6.0,9.0,4.0,5.0,4.0,1328.49
15075914,5.0,19.0,5.0,0.0,4.235289898524837,86.79
15075783,5.0,8.0,1.0,0.0,6.999999999999998,11.92
15076189,6.0,24.0,4.0,0.0,4.2352926820654675,85.57
15076814,8.0,19.0,5.0,0.0,3.272722625335623,4081.71
15076381,7.0,6.0,1.0,0.0,5.999999999999997,14.41
15077410,6.0,15.0,5.0,5.0,4.0,9396.28
15077334,6.0,29.0,2.0,5.0,4.0,14.44
15077359,6.0,24.0,3.0,5.0,4.235294117647059,120.5
15076106,6.0,1.0,2.0,0.0,4.0,9.43
15077636,7.0,30.0,2.0,5.0,3.999999988038128,38.64
15076717,8.0,12.0,2.0,0.0,4.0,48.79
15076732,8.0,27.0,2.0,0.0,3.999999928000231,39.38
15076748,8.0,13.0,3.0,0.0,4.0,661.44
15076749,8.0,14.0,3.0,0.0,4.0,367.9
15075793,5.0,18.0,1.0,0.0,9.0,8.92
15076440,7.0,5.0,3.0,0.0,4.0,121.44
15077349,6.0,14.0,3.0,5.0,4.235285761522767,233.7
15077606,7.0,30.0,1.0,5.0,6.999999999999998,4.94
15077215,5.0,30.0,8.0,5.0,3.8684149603337783,5957.22
15077406,6.0,11.0,5.0,5.0,3.999993860088468,6465.52
15076812,8.0,17.0,5.0,0.0,3.0,11938.56
15077673,7.0,7.0,4.0,5.0,4.0,6556.09
15077116,5.0,21.0,5.0,5.0,4.5,192.34
15077227,5.0,12.0,9.0,5.0,4.499995081437958,14677.95
15076437,7.0,2.0,3.0,0.0,3.999999439736334,29.25
15076002,5.0,17.0,8.0,0.0,3.929819365232431,616.91
15077305,6.0,30.0,1.0,5.0,6.999999999999998,3.93
15075903,5.0,8.0,5.0,0.0,3.999999819573011,24.31
15075803,5.0,28.0,1.0,0.0,7.0,7.38
15076304,6.0,19.0,8.0,0.0,4.235278508010117,11400.58
15075861,5.0,26.0,3.0,0.0,4.0,11.42
15077005,5.0,30.0,1.0,5.0,7.0,3.63
15077665,7.0,29.0,3.0,5.0,4.0,127.69
15076734,8.0,29.0,2.0,0.0,4.0,27.94
15077920,8.0,14.0,2.0,5.0,3.999999999000365,42.22
15075863,5.0,28.0,3.0,0.0,4.0,12.82
15076719,8.0,14.0,2.0,0.0,3.9999989984450894,27.32
15077314,6.0,9.0,2.0,5.0,4.499999500549488,13.74
15077076,5.0,11.0,4.0,5.0,4.0,24.78
15077030,5.0,25.0,2.0,5.0,4.235294117647059,16.96
15076267,6.0,12.0,7.0,0.0,3.9684976141712744,13007.06
15075916,5.0,21.0,5.0,0.0,4.000000000000001,28.29
15076498,7.0,3.0,5.0,0.0,3.7058823529411766,10474.45
15075780,5.0,5.0,1.0,0.0,7.0,11.87
15077300,6.0,25.0,1.0,5.0,7.999999612217502,4.31
15077325,6.0,20.0,2.0,5.0,4.235294117647059,18.01
15076301,6.0,16.0,8.0,0.0,4.235286634309284,9406.78
15077119,5.0,24.0,5.0,5.0,4.5,71.44
15077966,8.0,30.0,3.0,5.0,3.8620689655172415,13246.85
15075826,5.0,21.0,2.0,0.0,4.0,9.68
15075897,5.0,2.0,5.0,0.0,4.235284896946821,128.2
15075912,5.0,17.0,5.0,0.0,3.9298245257762447,17.9
15077600,7.0,24.0,1.0,5.0,8.000000000000002,4.74
15076789,8.0,24.0,4.0,0.0,3.0,4431.42
15077906,8.0,30.0,1.0,5.0,6.999999999999998,9.16
15076266,6.0,11.0,7.0,0.0,3.906976744186047,2033.82
15076165,6.0,30.0,3.0,0.0,3.9999995794892906,31.05
15077341,6.0,6.0,3.0,5.0,4.0,66.82
15076244,6.0,19.0,6.0,0.0,4.2352861734362275,1736.89
15077069,5.0,4.0,4.0,5.0,4.0,20.09
15077035,5.0,30.0,2.0,5.0,3.9999999999999925,12.57
15076010,5.0,25.0,8.0,0.0,3.906970444919226,2727.96
15076136,6.0,1.0,3.0,0.0,3.9999997231896236,31.2
15076083,6.0,8.0,1.0,0.0,7.0,8.33
15076115,6.0,10.0,2.0,0.0,4.0,12.02
15077009,5.0,4.0,2.0,5.0,4.235294117123516,6.95
15076197,6.0,2.0,5.0,0.0,4.2352897398818445,418.55
15076135,6.0,30.0,2.0,0.0,4.0,10.19
15077324,6.0,19.0,2.0,5.0,4.0,5.72
15075938,5.0,13.0,6.0,0.0,4.0,163.71
15076716,8.0,11.0,2.0,0.0,3.9999999990021156,26.57
15077419,6.0,24.0,5.0,5.0,4.080964066600331,4514.68
15075859,5.0,24.0,3.0,0.0,4.235294010323247,13.74
15076014,5.0,29.0,8.0,0.0,3.9298245614035086,291.16
15076428,7.0,23.0,2.0,0.0,3.999999999166639,18.04
15077000,5.0,25.0,1.0,5.0,8.0,3.59
15077099,5.0,4.0,5.0,5.0,4.0,85.03
15077582,7.0,6.0,1.0,5.0,5.999999814842666,4.36
15077587,7.0,11.0,1.0,5.0,7.0,11.66
15076133,6.0,28.0,2.0,0.0,4.0,11.11
15077692,7.0,26.0,4.0,5.0,4.0,15784.88
15076548,7.0,23.0,6.0,0.0,3.0,8643.76
15077968,8.0,2.0,4.0,5.0,4.0,36510.96
15077175,5.0,20.0,7.0,5.0,4.5,1105.81
15077608,7.0,2.0,2.0,5.0,4.235294117647059,75.55
15077611,7.0,5.0,2.0,5.0,4.0,37.16
15076414,7.0,9.0,2.0,0.0,4.0,17.45
15076492,7.0,27.0,4.0,0.0,3.8571367587602565,800.97
15076503,7.0,8.0,5.0,0.0,3.7752808988764044,1097.71
15077299,6.0,24.0,1.0,5.0,8.0,4.15
15077241,5.0,26.0,9.0,5.0,4.499990363469131,17184.74
15075806,5.0,1.0,2.0,0.0,4.0,9.11
15077598,7.0,22.0,1.0,5.0,5.999997428766201,14.07
15077095,5.0,30.0,4.0,5.0,4.0,65.04
15077022,5.0,17.0,2.0,5.0,4.0,11.37
15076397,7.0,22.0,1.0,0.0,5.999999999999998,14.01
15075801,5.0,26.0,1.0,0.0,8.0,10.37
15076118,6.0,13.0,2.0,0.0,4.000000000000001,10.71
15076488,7.0,23.0,4.0,0.0,3.027027027027027,168.3
15075932,5.0,7.0,6.0,0.0,4.235294117647059,63.26
15077578,7.0,2.0,1.0,5.0,7.999999999999998,5.27
15076710,8.0,5.0,2.0,0.0,3.9999999984378967,51.95
15075819,5.0,14.0,2.0,0.0,4.235294117123518,10.22
15075928,5.0,3.0,6.0,0.0,3.999994411410001,1208.68
15076526,7.0,1.0,6.0,0.0,3.442622950819672,18057.74
15076477,7.0,12.0,4.0,0.0,3.272727272727273,599.83
15076194,6.0,29.0,4.0,0.0,3.9999999994999995,58.06
15076260,6.0,5.0,7.0,0.0,3.9789425655657267,26701.73
15076695,8.0,20.0,1.0,0.0,4.0,13.04
15076174,6.0,9.0,4.0,0.0,4.499991145522067,162.92
15076100,6.0,25.0,1.0,0.0,7.0,8.43
15076221,6.0,26.0,5.0,0.0,3.999991069182129,596.8
15076761,8.0,26.0,3.0,0.0,4.0,317.12
15077963,8.0,27.0,3.0,5.0,4.0,12901.83
15076145,6.0,10.0,3.0,0.0,4.0,32.31
15076744,8.0,9.0,3.0,0.0,4.0,260.04
15076539,7.0,14.0,6.0,0.0,3.72544878563886,11940.09
15076795,8.0,30.0,4.0,0.0,3.0,9328.5
15077607,7.0,1.0,2.0,5.0,4.0,26.96
15076278,6.0,23.0,7.0,0.0,3.7333231537964147,1623.38
15076502,7.0,7.0,5.0,0.0,3.9999839003105624,12921.54
15076986,5.0,11.0,1.0,5.0,7.0,9.89
15076060,5.0,15.0,10.0,0.0,3.8505942275042444,16632.95
15077401,6.0,6.0,5.0,5.0,3.857142857142857,21143.52
15076993,5.0,18.0,1.0,5.0,9.0,9.64
15077059,5.0,24.0,3.0,5.0,4.499999999449999,13.48
15077112,5.0,17.0,5.0,5.0,4.0,110.23
15077158,5.0,3.0,7.0,5.0,3.984189723320158,3598.18
15077604,7.0,28.0,1.0,5.0,5.9999998222222235,5.6
15075817,5.0,12.0,2.0,0.0,4.235294117647059,8.97
15077914,8.0,8.0,2.0,5.0,4.0,36.75
15075930,5.0,5.0,6.0,0.0,4.0,92.11
15077591,7.0,15.0,1.0,5.0,7.0,4.59
15077641,7.0,5.0,3.0,5.0,4.0,1071.85
15077126,5.0,1.0,6.0,5.0,4.0,2004.88
15077109,5.0,14.0,5.0,5.0,3.999999999999999,61.31
15077124,5.0,29.0,5.0,5.0,4.0,70.28
15077886,8.0,10.0,1.0,5.0,5.999999999999998,5.57
15075969,5.0,14.0,7.0,0.0,4.235289527640535,148.04
15075910,5.0,15.0,5.0,0.0,4.0,46.83
15077121,5.0,26.0,5.0,5.0,4.5,182.36
15077308,6.0,3.0,2.0,5.0,3.999999999999828,13.53
15077090,5.0,25.0,4.0,5.0,4.0,86.66
15076021,5.0,6.0,9.0,0.0,3.8918918918918917,425.11
15076707,8.0,2.0,2.0,0.0,3.999999999499999,23.04
15077418,6.0,23.0,5.0,5.0,3.999990152749987,13277.68
15076027,5.0,12.0,9.0,0.0,4.08096288041141,11376.06
15077272,5.0,27.0,10.0,5.0,4.499992978632667,16031.86
15076472,7.0,7.0,4.0,0.0,4.0,241.9
15076153,6.0,18.0,3.0,0.0,4.499999998350283,38.77
15075833,5.0,28.0,2.0,0.0,4.0,9.69
15076699,8.0,24.0,1.0,0.0,4.0,9.96
15077926,8.0,20.0,2.0,5.0,4.235294117647059,452.19
15076112,6.0,7.0,2.0,0.0,4.235293853529862,14.29
15077930,8.0,24.0,2.0,5.0,4.0,206.35
15077157,5.0,2.0,7.0,5.0,4.235294117647059,247.47
15076399,7.0,24.0,1.0,0.0,6.0,14.53
15077361,6.0,26.0,3.0,5.0,4.235294117647059,208.3
15077412,6.0,17.0,5.0,5.0,3.862063833353115,6709.8
15076240,6.0,15.0,6.0,0.0,3.7058823529411766,6189.35
15077050,5.0,15.0,3.0,5.0,4.235293019606745,15.94
15076544,7.0,19.0,6.0,0.0,3.529411764705882,7655.54
15076287,6.0,2.0,8.0,0.0,4.235283643427191,16310.07
15077224,5.0,9.0,9.0,5.0,4.0,18538.57
15076484,7.0,19.0,4.0,0.0,3.857142857142857,118.1
15076264,6.0,9.0,7.0,0.0,4.499991001642518,10867.8
15077304,6.0,29.0,1.0,5.0,6.999999261529415,4.28
15076119,6.0,14.0,2.0,0.0,4.235294117123528,17.32
15077634,7.0,28.0,2.0,5.0,3.999999999999999,27.4
15077596,7.0,20.0,1.0,5.0,7.999999999999998,10.28
15076999,5.0,24.0,1.0,5.0,9.0,3.93
15077040,5.0,5.0,3.0,5.0,4.0,12.11
15077129,5.0,4.0,6.0,5.0,4.0,133.97
15076198,6.0,3.0,5.0,0.0,3.984189723320158,1402.17
15077292,6.0,17.0,1.0,5.0,6.999999999999998,4.28
15077223,5.0,8.0,9.0,5.0,4.499980721831416,25428.05
15076410,7.0,5.0,2.0,0.0,4.0,20.44
15076417,7.0,12.0,2.0,0.0,4.0,21.25
15076421,7.0,16.0,2.0,0.0,4.0,18.33
15077017,5.0,12.0,2.0,5.0,4.499999500549461,6.33
15076751,8.0,16.0,3.0,0.0,4.0,615.54
15076407,7.0,2.0,2.0,0.0,4.0,16.95
15076065,5.0,20.0,10.0,0.0,4.235287995133612,1385.3
15077912,8.0,6.0,2.0,5.0,3.9999999984995753,103.69
15076730,8.0,25.0,2.0,0.0,3.99999294591929,136.6
15077134,5.0,9.0,6.0,5.0,4.0,517.69
15076305,6.0,20.0,8.0,0.0,4.2352755606971035,17164.14
15075785,5.0,10.0,1.0,0.0,6.999999999999998,11.92
15076230,6.0,5.0,6.0,0.0,3.9789473684210526,1800.07
15076069,5.0,24.0,10.0,0.0,4.235294117647059,375.82
15077291,6.0,16.0,1.0,5.0,6.999999999999998,4.09
15077675,7.0,9.0,4.0,5.0,4.0,12349.63
15075901,5.0,6.0,5.0,0.0,3.999999999499999,27.55
15076311,6.0,26.0,8.0,0.0,3.789469587034164,11997.61
15077091,5.0,26.0,4.0,5.0,4.5,74.4
15077609,7.0,3.0,2.0,5.0,3.9999999999996105,20.38
15077654,7.0,18.0,3.0,5.0,4.499990556944891,754.34
15075799,5.0,24.0,1.0,0.0,7.999999999999998,9.7
15077151,5.0,26.0,6.0,5.0,4.499992249964451,243.97
15076005,5.0,20.0,8.0,0.0,4.235294117647059,325.34
15076095,6.0,20.0,1.0,0.0,7.9999977105864435,8.22
15076756,8.0,21.0,3.0,0.0,4.0,210.53
15076347,6.0,2.0,10.0,0.0,4.235253507492901,40538.93
15076465,7.0,30.0,3.0,0.0,4.0,244.57
15077277,6.0,2.0,1.0,5.0,7.999999999999998,4.03
15076236,6.0,11.0,6.0,0.0,3.9298245614035086,1715.78
15076998,5.0,23.0,1.0,5.0,7.999996975845936,3.54
15077899,8.0,23.0,1.0,5.0,6.999999999996751,13.82
15076124,6.0,19.0,2.0,0.0,4.235293887981189,13.3
15076148,6.0,13.0,3.0,0.0,4.0,25.3
15075836,5.0,1.0,3.0,0.0,4.0,11.48
15075909,5.0,14.0,5.0,0.0,4.235293587154046,29.18
15077889,8.0,13.0,1.0,5.0,6.999999236759069,13.19
15077073,5.0,8.0,4.0,5.0,4.5,86.71
15077173,5.0,18.0,7.0,5.0,4.5,695.98
15077346,6.0,11.0,3.0,5.0,4.0,28.83
15076487,7.0,22.0,4.0,0.0,3.7058823529411766,771.4
15076063,5.0,18.0,10.0,0.0,4.5,880.58
15077919,8.0,13.0,2.0,5.0,4.0,64.61
15077907,8.0,1.0,2.0,5.0,3.999999999000062,95.98
15077201,5.0,16.0,8.0,5.0,3.984189723320158,10973.49
15077663,7.0,27.0,3.0,5.0,4.499960508903928,4872.48
15076509,7.0,14.0,5.0,0.0,3.9841897233201586,5405.92
15077296,6.0,21.0,1.0,5.0,7.999996089956833,3.89
15077061,5.0,26.0,3.0,5.0,4.499999500549498,17.18
15076457,7.0,22.0,3.0,0.0,4.0,110.05
15077138,5.0,13.0,6.0,5.0,4.0,275.83
15077362,6.0,27.0,3.0,5.0,4.499993572425404,137.91
15077661,7.0,25.0,3.0,5.0,4.0,1586.08
15076170,6.0,5.0,4.0,0.0,4.0,81.43
15076700,8.0,25.0,1.0,0.0,3.999999999999998,9.47
15076258,6.0,3.0,7.0,0.0,3.9789427501736436,36405.2
15075867,5.0,2.0,4.0,0.0,4.235294117647059,19.37
15076753,8.0,18.0,3.0,0.0,3.272727272727273,381.67
15076205,6.0,10.0,5.0,0.0,3.999990350333854,5255.91
15076091,6.0,16.0,1.0,0.0,8.0,8.79
15077650,7.0,14.0,3.0,5.0,4.235266452452569,1530.94
15075882,5.0,17.0,4.0,0.0,3.9999999999999982,12.88
15075929,5.0,4.0,6.0,0.0,4.0,81.38
15075982,5.0,27.0,7.0,0.0,4.0,333.02
15077077,5.0,12.0,4.0,5.0,4.5,34.91
15076003,5.0,18.0,8.0,0.0,4.499989053213136,247.27
15076022,5.0,7.0,9.0,0.0,4.235278647532212,1558.05
15077161,5.0,6.0,7.0,5.0,4.235294117647059,2164.94
15076377,7.0,2.0,1.0,0.0,7.999999999999998,9.0
15076226,6.0,1.0,6.0,0.0,3.86206415183742,1317.32
15077965,8.0,29.0,3.0,5.0,4.0,1067.18
15077644,7.0,8.0,3.0,5.0,4.0,208.15
15077928,8.0,22.0,2.0,5.0,3.9999999990015644,62.73
15077601,7.0,25.0,1.0,5.0,7.0,11.96
15076255,6.0,30.0,6.0,0.0,3.555555555555556,4728.71
15075832,5.0,27.0,2.0,0.0,4.499999995274953,10.76
15077212,5.0,27.0,8.0,5.0,4.5,2791.06
15077306,6.0,1.0,2.0,5.0,4.0,17.16
15076467,7.0,2.0,4.0,0.0,4.0,327.49
